fixedacidity,volatileacidity,residualsugar,chlorides,totalsulfurdioxide,density,pH,alcohol
6.7,0.19,6.2,0.047,117.0,0.9945,3.34,9.6
7.2,0.24,1.9,0.032,92.0,0.9914,3.1,10.9
5.7,0.255,1.2,0.079,137.0,0.99307,3.2,9.4
6.5,0.36,13.55,0.053,113.0,0.99544,3.2,11.0
6.0,0.28,6.2,0.028,104.0,0.99161,3.28,11.8
6.0,0.27,1.7,0.021,82.0,0.9891,3.24,13.1333333333333
6.0,0.33,0.8,0.185,188.0,0.9924,3.12,9.4
6.9,0.31,1.6,0.032,128.0,0.9917,3.37,11.7
5.8,0.28,2.3,0.053,114.0,0.9924,3.28,10.2
6.1,0.44,4.25,0.032,132.0,0.9916,3.26,11.3
6.2,0.36,3.2,0.031,89.0,0.98956,3.06,12.0
7.5,0.14,1.6,0.035,126.0,0.9933,3.26,10.2
6.0,0.36,6.3,0.036,191.0,0.9942,3.17,9.8
7.8,0.28,9.0,0.036,115.0,0.9952,3.17,10.3
6.1,0.4,9.0,0.051,259.0,0.9964,3.19,8.8
7.0,0.29,0.9,0.041,117.0,0.99048,3.21,11.4
8.3,0.27,2.4,0.058,107.0,0.9955,3.28,10.3
5.7,0.22,1.1,0.05,175.0,0.99099,3.44,11.1
5.8,0.21,1.6,0.045,95.0,0.98946,3.23,12.4
6.7,0.28,3.5,0.035,105.0,0.99021,3.18,12.2
7.7,0.24,1.3,0.047,106.0,0.993,3.22,10.8
7.0,0.31,9.1,0.036,140.0,0.99216,2.98,12.0
6.9,0.35,11.95,0.038,111.0,0.99687,3.11,9.7
5.6,0.19,0.9,0.04,103.0,0.99026,3.5,11.2
7.6,0.23,15.3,0.067,166.0,0.9986,3.03,9.2
6.5,0.33,14.5,0.048,96.0,0.99456,3.06,11.5
6.7,0.21,14.8,0.05,195.0,0.99942,2.95,8.8
8.0,0.26,2.0,0.054,121.0,0.992,3.09,11.6
6.4,0.32,7.9,0.05,180.0,0.99514,3.14,9.6
7.4,0.2,16.95,0.048,190.0,0.9995,3.03,9.2
6.5,0.29,10.6,0.039,120.0,0.9962,3.31,10.1
6.5,0.15,1.3,0.036,76.0,0.98964,3.18,12.3
6.4,0.16,5.3,0.043,157.0,0.99455,3.35,10.5
6.9,0.28,1.7,0.05,136.0,0.993,3.16,11.4
7.1,0.31,1.0,0.042,144.0,0.99304,3.13,9.6
6.7,0.47,8.9,0.043,172.0,0.9964,3.22,9.2
7.1,0.18,1.3,0.041,71.0,0.9926,3.04,9.9
7.9,0.29,7.35,0.034,154.0,0.9938,3.06,10.8
6.3,0.27,11.1,0.053,177.0,0.99691,3.18,9.4
7.3,0.24,3.6,0.024,116.0,0.9928,3.17,10.9
7.5,0.3,6.55,0.026,143.0,0.99244,2.92,11.1
7.6,0.13,9.3,0.062,126.0,0.9966,3.21,9.6
7.1,0.3,6.8,0.055,234.0,0.9972,3.49,10.2
5.8,0.3,1.7,0.014,104.0,0.98914,3.4,12.6
6.2,0.24,7.9,0.053,149.0,0.99545,3.23,9.3
7.4,0.3,8.2,0.055,188.0,0.9974,3.52,9.7
8.4,0.2,11.8,0.055,170.0,1.0004,3.34,8.9
6.6,0.15,6.0,0.033,128.0,0.99192,3.19,12.1
7.4,0.38,8.3,0.052,168.0,0.99627,3.11,9.2
7.3,0.19,13.9,0.057,155.0,0.99807,2.94,8.8
7.0,0.12,10.3,0.039,98.0,0.99564,3.19,9.8
6.8,0.28,22.0,0.048,167.0,1.001,2.93,8.7
6.0,0.24,1.9,0.048,170.0,0.9938,3.64,10.0
6.0,0.28,4.1,0.046,147.0,0.99126,3.27,11.6
9.1,0.59,1.6,0.066,182.0,0.9968,3.23,8.5
6.5,0.29,1.7,0.035,79.0,0.99053,3.27,11.4
4.7,0.145,1.0,0.042,90.0,0.9908,3.76,11.3
6.0,0.24,1.0,0.036,184.0,0.99097,3.44,11.45
6.8,0.25,11.8,0.043,133.0,0.99524,3.03,10.4
6.3,0.27,12.2,0.044,196.0,0.99782,3.14,8.8
7.0,0.15,14.7,0.051,149.0,0.99792,2.96,9.0
6.8,0.19,1.3,0.031,87.0,0.98987,3.08,12.3
7.4,0.45,7.1,0.044,117.0,0.9962,3.32,10.4
6.7,0.26,8.0,0.062,194.0,0.99545,3.13,9.6
8.0,0.22,14.6,0.044,163.0,1.0003,3.21,8.6
6.3,0.26,7.2,0.039,172.0,0.9958,3.49,9.7
7.8,0.21,1.2,0.051,89.0,0.9936,3.06,9.1
6.8,0.21,2.9,0.046,121.0,0.9913,3.07,10.9
6.2,0.37,6.6,0.346,200.0,0.9954,3.29,9.6
7.3,0.21,10.9,0.037,112.0,0.997,3.4,9.6
8.4,0.2,11.8,0.055,170.0,1.0004,3.34,8.9
6.5,0.18,1.4,0.041,141.0,0.9941,3.34,9.5
8.6,0.23,1.0,0.054,72.0,0.9941,2.95,9.1
7.1,0.12,3.1,0.018,37.0,0.99004,3.02,11.9
6.8,0.26,1.5,0.047,167.0,0.9928,3.12,10.5
6.0,0.19,1.4,0.039,104.0,0.98998,3.32,12.4
6.7,0.44,1.9,0.03,104.0,0.99,3.29,12.6
8.0,0.45,8.8,0.026,151.0,0.9927,3.07,12.7
4.8,0.21,10.2,0.037,112.0,0.99324,3.66,12.2
6.7,0.38,9.55,0.036,91.0,0.9919,2.98,12.4
6.0,0.31,2.3,0.042,120.0,0.98952,3.32,12.7
6.5,0.41,11.8,0.065,225.0,0.9978,3.12,8.9
6.7,0.22,1.6,0.028,102.0,0.9913,3.29,11.6
7.6,0.19,18.75,0.047,193.0,1.00014,3.1,9.3
6.6,0.37,1.4,0.048,144.0,0.9922,3.17,10.0
7.1,0.26,2.2,0.032,113.0,0.9903,3.37,12.9
8.6,0.34,1.4,0.045,119.0,0.99556,3.17,9.4
8.2,0.61,5.4,0.03,118.0,0.9954,3.14,9.6
8.2,0.31,7.0,0.047,87.0,0.99628,3.23,10.6
5.5,0.23,2.2,0.044,161.0,0.99209,3.19,10.4
7.4,0.33,15.6,0.049,210.0,0.99907,3.06,9.5
6.9,0.44,8.5,0.048,147.0,0.9974,3.32,9.5
7.5,0.21,10.9,0.045,133.0,0.9978,3.0,8.7
7.8,0.29,3.15,0.044,117.0,0.99153,3.24,11.5
6.1,0.16,1.1,0.031,97.0,0.9922,3.4,10.5
7.3,0.17,8.2,0.028,111.0,0.99272,3.14,12.4
8.2,0.2,8.1,0.035,163.0,0.9952,3.05,10.3
6.7,0.15,1.7,0.037,84.0,0.99046,3.09,11.4
6.7,0.43,5.0,0.157,145.0,0.99471,3.17,9.4
7.3,0.23,2.6,0.035,120.0,0.99138,3.04,11.3
5.8,0.415,1.4,0.04,64.0,0.9922,3.29,10.5
6.4,0.14,7.9,0.057,82.0,0.99425,3.26,10.0
6.8,0.705,3.2,0.048,57.0,0.996,3.36,9.5
7.6,0.21,1.9,0.036,119.0,0.9913,3.01,12.8
7.0,0.12,10.3,0.039,98.0,0.99564,3.19,9.8
8.3,0.18,1.1,0.033,57.0,0.99109,3.02,11.0
6.7,0.25,13.5,0.06,156.0,0.99784,3.39,9.9
6.5,0.16,1.0,0.027,75.0,0.9908,3.3,11.4
5.9,0.34,2.0,0.03,142.0,0.98892,3.4,12.9
6.5,0.28,3.6,0.04,121.0,0.99111,3.28,12.1
6.5,0.3,11.45,0.041,109.0,0.99418,2.98,10.9
8.9,0.13,1.0,0.028,24.0,0.9926,2.91,9.9
7.3,0.26,11.8,0.057,127.0,0.99693,3.1,10.0
6.4,0.24,5.8,0.053,120.0,0.9942,3.01,10.5
6.2,0.27,6.3,0.048,159.0,0.99282,3.21,11.0
7.7,0.275,1.0,0.039,75.0,0.992,3.01,10.7
6.6,0.22,14.4,0.046,118.0,0.99834,3.05,9.1
5.8,0.14,6.1,0.042,123.0,0.99362,3.06,9.9
6.9,0.615,12.0,0.067,131.0,0.99727,3.19,9.3
7.0,0.15,15.3,0.045,120.0,0.9975,3.18,9.8
5.6,0.26,1.4,0.034,135.0,0.99174,3.32,10.2
6.5,0.22,12.0,0.053,177.0,0.9983,3.52,9.9
6.7,0.19,15.6,0.056,155.0,0.9995,3.2,8.8
5.3,0.3,4.2,0.029,100.0,0.9905,3.3,11.8
5.0,0.235,11.75,0.03,118.0,0.9954,3.07,9.4
6.4,0.29,9.65,0.041,119.0,0.99334,2.99,10.9333333333333
6.7,0.31,6.7,0.054,160.0,0.9952,3.04,9.6
8.5,0.16,1.6,0.039,147.0,0.9935,2.96,10.0
7.2,0.115,6.8,0.056,105.0,0.9954,3.44,9.6
6.0,0.33,3.0,0.036,85.0,0.99125,3.28,11.5
7.3,0.19,13.9,0.057,155.0,0.99807,2.94,8.8
5.9,0.26,12.5,0.034,152.0,0.9977,3.33,9.4
6.9,0.38,9.8,0.04,191.0,0.9971,3.28,9.2
5.7,0.16,6.3,0.043,113.0,0.9936,3.06,9.9
9.2,0.22,2.4,0.054,151.0,0.9952,3.04,9.3
7.7,0.28,15.3,0.056,117.0,0.9998,3.27,9.6
7.4,0.155,2.3,0.045,214.0,0.9934,3.18,9.9
7.3,0.2,19.5,0.039,237.0,1.00037,3.1,9.2
6.2,0.22,2.2,0.04,125.0,0.9917,3.19,10.5
6.5,0.21,7.3,0.041,115.0,0.99268,3.21,11.0
6.9,0.43,9.4,0.056,183.0,0.99594,3.17,9.4
8.2,0.3,12.4,0.043,154.0,0.99452,3.04,12.0
5.0,0.33,1.5,0.049,97.0,0.9917,3.48,10.7
6.6,0.36,1.6,0.021,85.0,0.98965,3.41,12.4
5.6,0.19,1.1,0.032,115.0,0.9909,3.36,10.4
6.3,0.34,6.3,0.047,186.0,0.99481,3.18,9.6
9.2,0.25,1.2,0.026,93.0,0.9916,2.93,11.3
7.1,0.25,3.0,0.03,96.0,0.9903,3.13,12.3
6.4,0.28,6.8,0.045,216.0,0.9952,3.09,9.4
6.9,0.38,13.65,0.048,189.0,0.99784,3.0,9.5
6.4,0.23,1.9,0.038,118.0,0.99074,3.32,11.8
6.6,0.31,1.5,0.033,144.0,0.99208,3.16,10.0
5.5,0.14,4.6,0.029,104.0,0.9949,3.34,9.0
7.2,0.23,14.2,0.058,192.0,0.9979,2.98,9.0
8.3,0.28,7.8,0.041,194.0,0.9976,3.34,9.6
6.1,0.3,2.8,0.044,179.0,0.9924,3.3,10.9
6.7,0.24,8.4,0.042,123.0,0.99473,3.34,10.9
6.8,0.15,8.8,0.058,110.0,0.9972,3.4,8.8
6.2,0.23,17.2,0.039,130.0,0.99946,3.23,8.8
5.6,0.49,4.5,0.039,116.0,0.9907,3.42,13.7
6.5,0.3,4.0,0.038,97.0,0.99026,3.2,12.6
6.8,0.25,13.3,0.05,202.0,0.9972,3.22,9.7
5.5,0.3,1.9,0.029,118.0,0.98972,3.36,12.5
6.6,0.2,10.9,0.038,130.0,0.99496,3.11,10.5
7.2,0.27,5.4,0.026,114.0,0.99174,3.13,12.7
6.2,0.17,1.1,0.037,79.0,0.993,3.5,10.3
7.3,0.2,19.9,0.039,237.0,1.00037,3.1,9.2
6.7,0.3,2.8,0.025,107.0,0.99159,3.31,11.3
6.1,0.41,1.3,0.036,121.0,0.99228,3.24,9.9
8.2,0.27,1.6,0.035,128.0,0.9916,3.1,12.3
6.3,0.13,1.1,0.043,146.0,0.99066,3.13,11.2
7.2,0.34,8.9,0.105,155.0,0.99692,3.01,9.5
5.9,0.18,4.6,0.032,137.0,0.99159,3.21,11.3
6.6,0.28,8.5,0.052,211.0,0.9962,3.09,8.9
5.9,0.19,7.4,0.034,123.0,0.995,3.49,10.1
5.4,0.185,7.1,0.048,110.0,0.99438,3.26,9.5
6.5,0.21,1.1,0.059,101.0,0.9927,3.12,9.7
6.9,0.3,4.1,0.035,155.0,0.9925,3.25,12.3
6.5,0.33,6.1,0.018,103.0,0.99122,3.24,12.2
5.8,0.31,7.5,0.052,230.0,0.9949,3.19,9.8
5.9,0.29,1.4,0.022,47.0,0.9899,3.35,11.5
5.1,0.33,1.6,0.027,89.0,0.9893,3.51,12.5
6.6,0.25,5.6,0.039,68.0,0.99163,2.96,11.1
5.9,0.22,1.3,0.052,86.0,0.99069,3.31,11.55
6.6,0.23,1.3,0.045,128.0,0.9934,3.36,10.0
7.7,0.34,11.0,0.04,117.0,0.99815,3.27,9.2
6.9,0.28,8.3,0.026,113.0,0.99139,2.99,12.3
8.3,0.36,15.0,0.052,256.0,1.0001,2.93,8.6
8.4,0.24,7.4,0.039,108.0,0.9934,3.03,11.9
6.3,0.38,8.8,0.08,212.0,0.99803,3.47,9.4
6.6,0.27,1.4,0.042,183.0,0.99215,3.29,10.7
5.9,0.32,14.5,0.042,115.0,0.99684,3.16,10.3
7.5,0.34,4.0,0.028,100.0,0.98958,3.2,13.2
5.7,0.25,11.5,0.04,120.0,0.99411,3.33,10.8
7.7,0.32,11.8,0.041,188.0,0.99794,3.0,9.3
7.4,0.25,7.25,0.028,78.0,0.99238,2.94,11.5
5.8,0.31,4.5,0.024,94.0,0.98906,3.25,13.7
6.8,0.3,2.8,0.038,164.0,0.9912,3.09,12.0
7.7,0.16,5.9,0.054,148.0,0.99578,3.25,10.2
6.7,0.18,10.2,0.039,115.0,0.99469,3.11,10.9
8.5,0.21,9.25,0.034,142.0,0.9945,3.05,11.4
7.5,0.35,12.4,0.056,176.5,0.99803,2.97,8.8
5.6,0.32,8.3,0.043,105.0,0.99266,3.24,11.2
7.0,0.22,1.5,0.037,115.0,0.9927,3.11,10.5
6.3,0.32,1.5,0.03,101.0,0.98923,3.21,13.0
5.6,0.15,5.55,0.051,139.0,0.99336,3.47,11.0
8.0,0.42,5.0,0.037,101.0,0.992,3.13,12.3
6.7,0.42,9.7,0.054,234.0,0.99848,3.23,9.0
6.4,0.22,1.4,0.023,115.0,0.98958,3.18,11.7
5.8,0.27,1.2,0.076,130.0,0.99185,3.13,10.3
6.6,0.435,9.2,0.058,243.0,0.99833,3.23,9.1
6.1,0.44,4.25,0.032,132.0,0.9916,3.26,11.2666666666667
5.5,0.16,1.2,0.026,68.0,0.9898,3.33,11.6333333333333
7.4,0.29,12.8,0.037,182.0,0.99808,3.02,8.8
7.8,0.3,1.3,0.051,96.0,0.9941,3.32,10.0
6.0,0.29,15.55,0.043,142.0,0.99658,3.11,10.1
7.7,0.31,7.8,0.031,90.0,0.9944,3.13,10.4
6.6,0.905,0.8,0.048,204.0,0.9934,3.34,10.0
6.9,0.36,8.6,0.038,125.0,0.9916,3.0,12.4
7.6,0.31,1.8,0.037,150.0,0.9913,3.05,11.8
7.2,0.24,11.4,0.034,174.0,0.99773,3.2,9.0
7.4,0.35,13.9,0.054,229.0,0.99888,3.11,8.9
5.7,0.25,1.5,0.044,108.0,0.99142,3.3,11.0
6.5,0.24,7.6,0.038,203.0,0.9958,3.45,9.7
7.6,0.16,1.4,0.043,109.0,0.9932,3.11,10.3
8.0,0.23,1.1,0.048,150.0,0.99168,3.09,11.2
7.6,0.3,10.6,0.039,119.0,0.99815,3.27,9.3
6.9,0.25,1.3,0.038,101.0,0.9901,3.03,11.4
7.6,0.23,8.6,0.053,146.0,0.9963,3.11,9.8
6.2,0.18,1.5,0.028,117.0,0.993,3.47,9.7
7.3,0.28,12.9,0.049,152.0,0.9984,3.06,9.1
7.0,0.13,12.85,0.042,105.0,0.99581,3.05,10.7
5.4,0.18,4.8,0.041,113.0,0.99445,3.42,9.4
6.6,0.23,8.5,0.036,153.0,0.99576,3.2,9.4
7.1,0.17,1.3,0.023,132.0,0.99067,3.11,11.7
5.8,0.33,5.0,0.053,106.0,0.99458,3.13,9.0
7.3,0.155,1.3,0.039,136.0,0.9926,3.14,10.5
7.3,0.21,1.0,0.037,144.0,0.9923,3.11,10.2
5.6,0.18,1.25,0.034,129.0,0.98984,3.51,12.0
6.1,0.36,6.4,0.037,198.0,0.9944,3.17,9.9
6.4,0.21,7.4,0.045,182.0,0.9957,3.24,9.1
5.6,0.34,2.5,0.046,182.0,0.99093,3.21,11.3
7.5,0.21,4.8,0.056,113.0,0.99393,3.11,10.2
5.4,0.53,2.7,0.036,128.0,0.98856,3.2,13.2
5.9,0.32,14.4,0.05,144.0,0.99666,3.24,10.3
7.4,0.49,15.1,0.03,153.0,0.9953,3.13,12.0
8.2,0.18,8.5,0.035,140.0,0.9952,3.04,10.1
6.4,0.27,2.0,0.084,191.0,0.99516,3.49,9.6
7.8,0.18,12.6,0.042,143.0,1.0,3.24,8.5
5.3,0.3,1.2,0.029,93.0,0.98742,3.31,13.6
6.8,0.26,4.8,0.041,198.0,0.99437,3.29,10.6
6.2,0.36,5.25,0.038,145.0,0.99184,3.22,11.2
7.6,0.33,2.1,0.034,172.0,0.9944,3.42,10.5
6.4,0.37,3.5,0.068,101.0,0.9934,3.03,9.0
6.6,0.56,10.0,0.037,157.0,0.99642,3.28,9.4
6.8,0.18,12.8,0.062,171.0,0.99808,3.0,9.0
5.0,0.44,18.6,0.039,128.0,0.9985,3.37,10.2
6.3,0.1,6.0,0.039,107.0,0.99511,3.59,10.5
7.1,0.26,14.4,0.067,189.0,0.9986,3.07,9.1
5.9,0.34,3.8,0.035,135.0,0.99016,3.09,12.0
5.8,0.26,1.2,0.031,114.0,0.9908,3.42,11.0
6.0,0.17,6.0,0.05,134.0,0.9939,3.08,9.8
6.5,0.17,1.4,0.028,99.0,0.9928,3.23,10.1
6.4,0.1,4.9,0.048,103.0,0.9947,3.43,9.7
5.6,0.245,9.7,0.032,68.0,0.994,3.31,10.5
6.8,0.43,3.5,0.033,135.0,0.9906,3.0,12.0
6.9,0.39,4.3,0.03,102.0,0.993,3.0,11.6
7.4,0.16,1.2,0.055,150.0,0.9917,3.23,11.2
5.8,0.27,12.3,0.045,170.0,0.9972,3.28,9.3
7.2,0.08,1.3,0.05,148.0,0.9945,3.46,10.2
6.7,0.37,2.5,0.028,84.0,0.9909,3.14,11.7
7.4,0.32,12.9,0.04,221.0,0.99831,3.05,9.4
7.6,0.285,14.6,0.063,201.0,0.998,3.0,9.2
6.8,0.11,8.6,0.044,104.0,0.99454,3.2,9.9
5.0,0.31,6.4,0.046,166.0,0.994,3.3,9.9
8.7,0.22,2.3,0.053,114.0,0.994,2.99,10.0
6.1,0.2,1.9,0.028,138.0,0.9914,3.26,11.7
7.4,0.33,15.6,0.049,210.0,0.99907,3.06,9.5
7.1,0.2,0.9,0.019,28.0,0.98931,3.2,12.0
6.2,0.23,17.2,0.039,130.0,0.99946,3.23,8.8
5.7,0.22,16.0,0.044,113.0,0.99862,3.22,8.9
6.4,0.23,1.8,0.032,118.0,0.9912,3.32,11.8
9.2,0.28,1.0,0.042,59.0,0.9922,2.96,10.5
6.0,0.52,7.7,0.046,119.0,0.99224,3.04,11.0
5.6,0.41,7.1,0.05,154.0,0.9931,3.3,10.5
5.1,0.33,1.6,0.027,89.0,0.9893,3.51,12.5
7.1,0.28,7.8,0.04,184.0,0.99579,3.16,9.4
7.3,0.205,1.7,0.06,110.0,0.9963,3.72,10.5
8.5,0.25,2.8,0.032,61.0,0.99189,3.06,11.5
6.7,0.16,1.6,0.026,109.0,0.9934,3.34,10.1
9.0,0.2,3.5,0.049,40.0,0.9944,3.14,9.8
6.1,0.28,19.95,0.074,174.0,0.99922,3.19,9.3
8.4,0.35,12.2,0.046,160.0,0.9982,2.98,9.4
6.6,0.32,2.5,0.052,210.0,0.99316,3.15,10.0
6.6,0.28,10.4,0.049,190.0,0.99754,3.12,8.8
6.6,0.24,15.8,0.035,188.0,0.9982,3.24,9.2
6.9,0.15,2.3,0.033,82.0,0.99132,3.1,11.2
6.8,0.35,6.5,0.056,161.0,0.9952,3.14,9.5
6.5,0.18,8.0,0.051,131.0,0.9965,3.28,8.7
7.5,0.33,12.4,0.065,119.0,0.9974,3.16,9.4
8.0,0.25,14.0,0.043,248.0,0.9986,3.03,8.7
5.8,0.17,1.3,0.036,70.0,0.99202,3.43,10.4
6.0,0.26,1.3,0.046,29.0,0.9924,3.29,10.4
6.6,0.13,13.9,0.056,95.0,0.99702,3.17,9.4
6.4,0.19,2.9,0.032,83.0,0.9908,3.3,11.7
7.3,0.4,6.5,0.037,97.0,0.99148,3.16,12.6
7.1,0.26,14.45,0.074,107.0,0.998,2.96,9.2
6.3,0.27,5.8,0.038,155.0,0.995,3.28,9.4
6.2,0.32,6.5,0.048,186.0,0.9948,3.19,9.6
6.9,0.58,8.2,0.032,169.0,0.99275,3.28,12.2
7.2,0.35,12.4,0.051,37.0,0.9944,3.13,11.5
6.15,0.21,3.2,0.021,80.0,0.99076,3.39,12.0
8.4,0.23,1.3,0.048,113.0,0.99178,3.1,11.0
6.4,0.44,2.0,0.054,180.0,0.9952,3.58,10.0
7.5,0.22,6.7,0.036,138.0,0.9939,3.2,11.4
6.6,0.38,2.4,0.136,93.0,0.99336,3.18,9.5
5.7,0.15,11.4,0.035,128.0,0.99456,3.03,10.5
6.9,0.54,12.7,0.049,195.0,0.99596,3.26,10.5
6.3,0.23,10.4,0.043,132.0,0.99542,2.86,9.1
7.4,0.16,13.7,0.056,168.0,0.99825,2.9,8.7
7.0,0.29,1.4,0.036,109.0,0.99119,3.31,11.6
6.9,0.22,5.8,0.041,119.0,0.99296,3.17,11.2
5.7,0.18,1.2,0.046,71.0,0.99199,3.7,10.9
6.8,0.19,4.9,0.047,130.0,0.99283,3.12,11.0
6.6,0.25,1.1,0.068,124.0,0.9914,3.34,11.0
5.0,0.33,4.6,0.032,124.0,0.99114,3.18,11.0
6.3,0.34,4.6,0.034,80.0,0.9917,3.38,12.0
6.5,0.26,8.9,0.083,171.0,0.9965,2.85,9.0
6.9,0.18,8.1,0.049,176.0,0.9958,3.3,9.8
5.5,0.19,0.9,0.04,103.0,0.99026,3.5,11.2
6.9,0.34,11.2,0.069,150.0,0.9968,3.0,9.2
7.9,0.22,4.6,0.044,159.0,0.9927,2.99,11.5
8.6,0.2,1.5,0.041,125.0,0.9925,3.11,11.4
5.8,0.32,1.5,0.033,121.0,0.9887,2.96,12.0
7.0,0.22,2.7,0.03,136.0,0.9898,3.16,12.7
7.2,0.34,8.4,0.051,167.0,0.99756,3.48,9.7
5.3,0.16,1.0,0.028,101.0,0.99156,3.57,10.6
7.7,0.17,5.9,0.017,84.0,0.9929,3.14,11.9
6.6,0.38,1.2,0.042,84.0,0.9927,3.22,10.1
6.8,0.27,13.0,0.047,160.0,0.99705,3.16,9.6
6.4,0.29,1.0,0.06,120.0,0.9924,3.06,9.5
7.7,0.49,19.6,0.03,135.0,0.9973,3.24,12.0
6.6,0.32,15.6,0.063,173.0,0.99872,3.18,9.0
6.6,0.24,12.3,0.051,146.0,0.99676,3.1,9.4
7.7,0.27,12.0,0.046,179.0,0.9982,3.07,8.9
6.5,0.22,7.4,0.028,87.0,0.99311,3.15,10.9
6.1,0.34,4.7,0.029,94.0,0.991,3.29,12.3
6.7,0.3,5.0,0.038,157.0,0.9945,3.21,9.9
7.8,0.34,1.2,0.04,106.0,0.9932,3.01,10.4
6.5,0.39,5.4,0.051,149.0,0.9934,3.24,10.0
8.0,0.19,2.0,0.053,140.0,0.994,3.18,9.6
6.6,0.16,1.8,0.05,147.0,0.9912,3.06,11.4
5.7,0.4,5.1,0.026,113.0,0.99052,3.18,12.4
5.1,0.29,8.3,0.026,107.0,0.99308,3.36,11.0
7.6,0.28,1.2,0.038,115.0,0.994,3.16,10.0
7.9,0.2,1.0,0.041,154.0,0.99093,3.08,11.9
6.0,0.22,5.0,0.045,122.0,0.99261,2.94,10.0
6.2,0.39,4.8,0.037,138.0,0.99174,3.23,11.2
7.3,0.19,13.9,0.057,155.0,0.99807,2.94,8.8
6.1,0.21,1.4,0.046,131.0,0.99184,3.22,10.5
6.4,0.17,13.4,0.044,139.0,0.99752,3.06,9.1
5.5,0.335,2.5,0.071,128.0,0.9924,3.14,9.6
6.8,0.21,18.15,0.042,146.0,1.0001,3.3,8.7
8.8,0.17,1.8,0.04,148.0,0.9942,3.16,10.2
6.3,0.25,14.9,0.039,142.0,0.99705,3.14,9.7
6.1,0.18,2.3,0.033,111.0,0.98962,3.16,12.4
8.5,0.32,14.9,0.041,190.0,0.9982,3.08,10.0
6.4,0.32,5.0,0.055,138.0,0.99171,3.27,12.4
8.6,0.34,1.4,0.045,119.0,0.99556,3.17,9.4
8.0,0.36,10.1,0.053,146.0,0.9982,3.4,9.5
6.0,0.16,1.6,0.042,61.0,0.99143,3.22,10.8
6.8,0.19,4.9,0.047,130.0,0.99283,3.12,11.0
7.8,0.26,1.3,0.037,132.0,0.9944,3.18,10.0
7.4,0.19,12.8,0.053,229.0,0.9986,3.14,9.1
8.1,0.2,8.1,0.051,205.0,0.9954,3.1,11.0
7.4,0.28,11.9,0.032,92.0,0.99629,3.01,10.8
7.1,0.26,14.4,0.067,189.0,0.9986,3.07,9.1
6.2,0.27,8.8,0.047,224.0,0.9961,3.17,8.9
6.4,0.28,1.3,0.053,186.0,0.99211,3.31,10.8
7.2,0.34,4.2,0.047,144.0,0.991,3.01,12.3
6.5,0.18,1.6,0.04,148.0,0.9912,3.32,11.5
6.3,0.24,11.9,0.05,179.0,0.99659,3.06,9.3
7.3,0.27,1.3,0.04,84.0,0.99222,3.28,10.7
7.3,0.41,6.8,0.057,163.0,0.9949,3.2,9.9
6.6,0.41,10.7,0.11,103.0,0.99672,3.08,9.0
6.0,0.34,6.1,0.046,134.0,0.99462,3.48,10.7
7.2,0.2,2.0,0.039,188.0,0.9911,3.3,12.0
5.0,0.33,11.8,0.03,158.0,0.99322,3.41,11.8
7.2,0.21,15.7,0.045,183.0,0.99922,3.25,9.4
6.6,0.24,1.8,0.028,132.0,0.99182,3.34,11.4
7.6,0.4,5.2,0.03,101.0,0.99172,3.22,12.3
6.5,0.23,16.3,0.038,133.0,0.99924,3.26,8.8
6.7,0.24,11.3,0.043,173.0,0.99632,3.08,9.9
6.5,0.36,13.55,0.053,113.0,0.99544,3.2,11.0
5.4,0.31,3.0,0.053,144.0,0.9931,3.29,10.0
6.8,0.22,5.9,0.054,152.0,0.9938,3.2,10.8
4.5,0.19,0.95,0.033,159.0,0.99332,3.34,8.0
6.2,0.25,1.4,0.03,105.0,0.9912,3.3,11.1
5.8,0.26,1.2,0.031,114.0,0.9908,3.42,11.0
6.2,0.29,13.1,0.046,204.0,0.99745,3.16,9.6
6.9,0.23,12.8,0.056,169.0,0.998,3.42,9.8
6.0,0.21,13.1,0.042,125.0,0.99936,3.39,8.6
5.9,0.3,2.0,0.03,142.0,0.98892,3.41,12.9
6.5,0.22,17.1,0.05,138.0,1.0001,3.3,8.8
6.5,0.38,3.4,0.036,200.0,0.9937,3.14,10.0
7.3,0.28,12.9,0.049,162.5,0.9984,3.06,9.1
6.4,0.25,5.5,0.038,129.0,0.9948,3.14,9.6
6.9,0.22,9.3,0.04,110.0,0.9958,3.34,10.7
7.6,0.32,18.35,0.054,197.0,1.0008,3.22,9.0
6.8,0.26,7.8,0.052,214.0,0.9961,3.13,8.9
5.3,0.2,3.6,0.036,91.0,0.99278,3.41,9.8
4.9,0.345,1.0,0.068,143.0,0.99138,3.24,10.1
5.2,0.36,1.6,0.031,104.0,0.9896,3.44,12.2
8.3,0.22,14.8,0.054,126.0,1.0002,3.22,9.7
6.0,0.2,6.8,0.049,93.0,0.9928,3.15,11.0
6.5,0.24,1.6,0.046,60.0,0.9928,3.19,9.8
6.9,0.28,7.2,0.04,168.0,0.9946,3.29,10.6
6.8,0.21,14.6,0.053,159.0,0.99805,2.93,9.2
6.8,0.32,3.4,0.023,87.0,0.9902,3.14,12.7
6.8,0.27,13.3,0.076,163.0,0.9979,3.03,8.6
7.1,0.34,1.2,0.053,183.0,0.9936,3.09,9.2
7.3,0.26,5.0,0.028,107.0,0.9936,3.24,10.8
6.4,0.26,5.1,0.037,131.0,0.9944,3.29,10.1
